Population,area_km2,population_density,claimant_rate,poi_count,IncScore,month_nr,burglary_lag_1,burglary_lag_3,burglary_lag_12,burglary_rolling_mean_3,burglary_volatility_3,burglary_rolling_mean_6,burglary_rolling_std_6,burglary_rolling_mean_12,burglary_volatility_12,burglary_rolling_max_3,burglary_rolling_min_3,burglary_rolling_max_6,burglary_rolling_min_6,burglary_rolling_max_12,burglary_rolling_min_12,burglary_trend_3_12,burglary_trend_6_12
-0.02138865,0.0009892693,-0.01133438,0.08027637,-0.0257902,0.010608855,-0.057381924,0.00020459128,-0.00049510674,-0.00049204886,-0.028288351,-0.00075795635,-0.009556554,0.0012520585,-0.013141678,0.0075076413,-0.001258121,-0.00044771525,0.00036583154,-0.00013297448,-0.00037929264,-6.750769e-05,-0.005400696,0.0016063536
-0.027414398,0.0010890027,0.01618258,-0.0860933,0.11331408,0.0015222526,0.005286045,-5.761771e-05,-0.00036026945,0.037182394,-0.029035313,-0.0005280876,-0.07878176,0.0014442079,-0.13085589,0.009059557,-0.001283767,-0.0022050303,-1.3571071e-05,-0.000311124,-0.00051111274,-0.00010660987,-0.0018854309,0.0075003398
-0.02290742,-0.0029251303,-0.007173918,0.033961717,0.020866554,0.007827639,-0.048777387,0.0001351948,-0.000555549,0.00067028473,-0.022948898,0.00046328653,-0.051316127,0.002714959,-0.118858814,0.00064352294,-0.0011238514,-0.00047713335,0.00022614081,-0.00010734716,-0.00028332055,-6.179294e-05,-0.0011469054,-0.0014950534
0.07462329,0.0027124167,-0.004727053,0.053795338,-0.060201596,0.024631167,-0.020007329,0.0023823222,-0.00016969022,0.05381551,0.032784004,0.03078236,0.014526946,0.0052228984,0.18476222,-0.002091368,-0.009140532,-0.001989709,-0.00032188836,-0.0012018514,0.00020751898,-6.515568e-05,0.0016088455,0.03254702
0.032986414,0.003971952,0.02205862,-0.04859997,0.22198552,0.009414035,-0.01412025,-0.00012109479,-0.0006139552,0.0011218883,0.01427078,-0.0023688276,-0.063422695,0.0031884697,-0.12949355,0.0050105685,-1.1732242e-05,-0.0012237068,0.00057061145,-0.0010129677,-0.0007878395,-0.0002971683,0.00048869266,-8.339682e-05
0.061855268,0.0013319654,-0.0036528031,-0.0905031,-0.06906227,0.005949226,0.00018727,-3.0310825e-05,-0.000678275,-0.014525596,-0.026226941,-0.0015361723,-0.041112002,-0.00020595914,-0.15283167,0.008513795,-0.0025235144,-0.00074166857,0.00061573286,-0.00030260664,-0.00038460823,-5.851646e-05,-0.0016023841,-0.0047091553
-0.039342962,-0.031944156,0.01671716,-0.06454689,0.04710552,0.00089791074,0.031298917,0.0019684178,-0.0005368583,0.020894969,-0.04782055,-0.003527449,-0.06622824,0.001370899,-0.15062366,-6.215912e-05,-0.0012549146,-0.0068503004,3.8905775e-05,-0.000285257,-0.0007507973,-7.441393e-05,-0.0031799795,-0.0002396273
0.023052301,0.010271658,0.01794213,0.039686102,-0.057692144,-0.01717086,-0.022863401,-0.0016632676,-0.00040982538,-0.0014701813,0.01847591,0.0010259304,0.024884937,0.00068881235,0.27306536,0.006162256,-0.000811082,-0.0028476617,0.00022584555,-0.00023275078,-0.0018527909,-0.00044288172,-0.009354473,0.04156954
0.006402838,0.0080813235,0.0023669058,0.05251827,-0.0034962324,0.002991462,-0.025571698,0.00015981727,-0.0008758978,-0.020976305,-0.0037789082,0.0010757148,-0.04703501,0.0014046378,-0.15105377,0.0034733268,8.462349e-05,-0.00080139225,0.00024581337,-0.00021013769,-0.00042643075,-2.5991561e-05,0.0045192107,-0.0050527276
-0.046630777,-0.0006165543,-0.005847938,0.07273634,-0.16178903,-0.025809271,-0.08278567,-0.0014468092,-0.0010866536,-0.007349063,0.031797502,0.019152885,0.15100402,-0.00036302366,0.46510044,-0.004682631,-0.010557829,0.0018493412,-0.00019719574,0.00379641,0.0020501402,-0.001772068,-0.008739044,0.008480875
0.08411466,-0.0072338087,0.018078398,0.10897147,-0.06253845,-0.0020133683,-0.013996951,0.00042650691,0.015195476,-0.0022284347,0.0053849802,0.0007776886,0.086727194,0.0010044655,0.20305811,0.007967587,-0.0023749243,0.0017600078,0.0003965715,0.005043006,-0.0018959978,-0.0008727636,0.00041273877,0.010957885
0.04794952,-0.0048428145,-0.0032910586,0.024968933,0.17298394,0.006096231,-0.05103819,-0.002820862,-0.00049538544,-0.033927135,-0.017871978,-0.0014206889,0.070443936,0.003951035,0.46407673,0.0018214169,-0.0014841028,0.0036866076,0.00024622233,0.016783677,-0.001051617,-0.00066464447,-0.02273628,0.055117983
0.019593813,0.0027264657,0.02143604,-0.0720199,0.1467995,0.009422517,-0.021784902,0.00024295783,-0.0013428177,-0.022018926,0.0034088043,0.0007545224,-0.020912578,-0.0010678294,-0.024679728,0.0033213513,8.685387e-06,-0.001479267,0.0006964832,-0.0006819546,-0.00031641693,-0.00012075053,0.003914714,0.007740902
0.033104915,-0.00052014284,-0.00917597,-0.091529414,-0.031811006,-0.022196215,0.00763979,-0.00023835021,-0.0011631529,-0.0012871452,-0.02371287,-0.00092815206,-0.06370499,0.0015814783,-0.15139373,-0.007612765,-0.0016434771,-0.00079244364,-2.1891818e-05,-0.0003050241,-0.00014436054,-6.101567e-06,-0.0021563466,-0.0013511211
0.01733943,-0.008773782,-0.0016011039,0.019802509,-0.06528663,0.004034519,-0.019619325,7.31962e-05,-0.00034914818,-0.0012076916,-0.021593202,-0.000117986645,0.006639764,-0.0069881175,0.14855976,0.012861756,-0.0019432162,-0.001155924,0.0002339964,-0.00017292712,-0.0003953683,-7.8015066e-05,-0.006623918,0.04999639
-0.00019643578,0.0030407081,-0.0062944763,0.043721143,-0.064081654,-0.023316791,0.0889829,-5.028587e-05,-0.0001939683,-0.0005180061,-0.0059920982,-0.0008010041,-0.016474951,0.0004306312,0.001209979,0.0063533294,-0.0018233694,-0.0012031015,0.00015763441,-0.00021494739,-0.0003443179,-0.0001528552,-0.0029637222,0.02800805
0.025658023,0.0017547047,0.033057336,-0.071506806,-0.007792622,0.008831284,-0.028454507,0.00017569088,-0.0008762225,0.0027430267,-0.0008157512,-4.1536667e-05,-0.007177677,0.00019471801,-0.05596147,0.0007068092,-0.0027959216,-0.00080976845,0.0017292104,-0.00022816563,-0.00037864406,-5.661085e-05,-0.0028266904,-0.004435637
-0.03221213,0.006651666,0.0018249359,0.0073842523,-0.041502833,-0.016763328,0.09109802,-0.0024048109,-0.0005516941,-0.004122365,0.069221586,0.038832743,0.124323756,-0.0036671418,0.34164396,-0.032283228,-0.0072838897,-0.0012747678,-0.00047416508,-0.00028735306,0.0039107087,6.2002684e-05,0.0111538945,0.0009456499
-0.0022456166,0.0038217166,-0.0054044826,0.071692504,-0.0121734,-0.011279492,0.09322334,9.1224254e-05,-0.00038229523,-0.009044975,0.02240193,0.0059598014,0.025280073,0.00097159157,0.057479743,0.007735307,-0.0008316982,-0.00060771924,0.0014401617,-0.00014026299,-0.0006377318,-0.00010183743,0.004232551,-0.004072192
0.054906867,-0.0014739856,-0.007990532,-0.070288986,-0.043980647,0.0022737973,-0.03969434,0.00041658443,-0.00055494346,0.050143156,0.0054132016,0.0018953995,-0.052374147,0.0014122094,-0.13884065,0.005794232,0.0023516954,-0.0011710386,0.0008352826,-0.0013828366,-0.00039924012,-1.424388e-05,9.2580514e-05,-0.0018566786
0.0031860762,0.001221091,-0.033864297,0.10220003,0.768745,0.02266599,-0.04853027,0.010091185,-0.0020894571,0.091232836,0.17386727,0.003917488,0.56128544,0.014107035,1.2293237,-0.055549465,0.010034616,-0.00898879,0.004321761,0.033939656,-0.04894251,-0.044594232,0.0069774776,0.048663888
0.005743786,-0.002253408,0.005231558,0.114965186,-0.028021032,0.007195957,0.112129256,-0.002129158,-0.00032794222,0.015237057,0.22342087,0.03788216,0.11057099,-0.0025464995,0.25312343,-0.031765845,-0.009235914,0.0041558407,-0.00014890681,-0.00032371603,-0.004897025,2.8599534e-06,0.069419086,-0.001640783
0.017748348,0.0018716533,0.008197268,0.07381917,-0.06608271,0.0011908761,0.064894944,0.0028693443,0.016120564,-0.009721854,-0.020290874,0.0012193519,-0.060880367,-0.004252048,-0.14978674,0.013197166,-0.0013881766,-0.0008240023,5.3216925e-05,-0.00010757086,-0.0009061407,-4.7115132e-05,-0.00048069446,-0.002239034
0.009566885,0.0030280894,-0.00021513144,0.1126568,-0.007572086,-0.017000105,0.0899418,-0.00059063296,-0.0004020737,0.00834921,0.04788818,0.0008366547,0.0764874,0.0008540608,0.14171752,0.009637527,-0.00079907745,0.0070671095,0.00023744069,-0.00020431976,-0.007214527,9.8499964e-05,0.009150809,-0.0129001755
-0.013370832,0.008523272,0.01520997,-0.09203977,0.047826607,-0.009765577,-0.02700533,0.000121975674,-0.00044053837,-0.0022770204,-0.019621076,0.000113137445,-0.016169436,0.0028199593,-0.104059376,0.004910275,-0.0012503188,-0.00086885213,-0.00013663681,-0.00017758926,0.0003014235,-3.966623e-05,-0.00085728144,-0.025370521
-0.033765234,-0.0030409934,-0.012518065,-0.08875186,0.16750652,0.012584056,-0.035465363,-4.3380773e-05,-6.5734544e-05,-0.02477222,-0.02163902,0.00030677696,0.09336711,0.0015032036,0.17104468,0.0058072396,-0.0017248368,-0.00068367156,0.00014499688,-0.00024962466,7.370915e-05,-0.00043331535,-0.024868734,0.007517721
0.043831844,0.0035654495,0.0026142013,0.11541145,-0.045488678,0.009634644,-0.009759247,6.804258e-05,-0.0003138811,0.0015048627,-0.0042857514,-0.00043889345,-0.016929742,0.00059711677,-0.048949193,0.0062016863,-0.0018581385,-0.0007020154,0.00035745354,-0.00012480225,-0.00045003602,-6.0755803e-05,-0.0012334215,-0.0067440774
-0.025721403,0.0022804865,-0.0015657113,0.052852713,-0.023172656,-0.004150358,0.066842474,-0.0003167558,-0.00038786666,-0.009203795,-0.021607326,0.0018336778,-0.06548895,0.00037946907,-0.1184036,0.0065096878,-0.0012209621,-0.0012440877,0.00011555512,-0.00014727873,-0.00057403225,-5.26921e-05,-0.0014293707,0.004699372
-0.0028249351,-0.014458053,0.006162208,-0.02885747,0.3610451,-0.003315271,-0.03984919,0.00057922956,-0.0009831672,0.036508374,0.05392047,0.00045623622,0.1524739,-0.0017529286,0.31145692,-0.0019079722,-0.001418784,0.0063745393,-0.00021573986,0.01575312,-0.00041138023,-0.0010739146,0.009946907,-0.0044582053
-0.03366573,-0.022472117,0.007763507,0.020194419,-0.073805094,-0.013525085,0.036398623,0.0015830211,-0.00046061876,0.028787928,-0.039648265,-0.0030806907,-0.07367444,-0.0010880762,-0.17725222,-0.031460267,-0.0017405003,-0.004652388,-2.3159146e-06,-0.00022713866,-0.0001603973,-0.000120245604,-0.0032790294,-0.0041509243
0.038209602,-0.008666629,-0.0054033734,0.023161625,0.021978717,0.009101776,-0.018693978,-0.0019903954,-0.0007050053,0.09549904,0.106866784,0.0059778905,0.099587865,0.0034297684,-0.004400641,0.025055323,-0.016734704,0.0024735958,-0.00027706227,-0.0036199857,-0.001151302,-0.0007898536,0.022312816,-0.03417112
-0.02034008,-0.008671045,0.018551955,0.017342653,0.021259733,-0.008028455,-0.0068148095,5.3069838e-05,-0.00010802996,-0.017043313,0.078375354,0.028739346,0.09841934,-0.00081497256,0.0798868,-0.0051861345,-0.008282143,0.007654891,-0.00044741717,-0.00016020506,0.00012878558,-3.0227438e-05,0.023119679,-0.015759848
-0.002386664,0.0040383376,-0.00075428496,0.052109934,-0.034042142,-0.010159319,0.062110364,-0.0004025296,-0.00038914624,0.048163783,-0.002378085,0.004005404,-0.045225766,0.0006587393,-0.11363774,0.015149606,-0.00023019034,-0.0015625847,0.00032358838,-0.0036739744,-0.00056627643,-8.280275e-05,-4.9174592e-05,-0.0041969866
-0.01136567,-0.0010233966,-0.00581311,0.006562721,0.031155784,0.006661621,-0.008060887,-0.00015358346,-0.0012887827,-0.019913953,0.016683875,0.0021024048,0.022744618,0.0022253308,0.011555844,0.007459633,-0.00076412316,-0.00059640076,0.0003434393,-7.789422e-05,0.00061096996,-4.1957326e-05,0.0067963065,-0.021712357
0.05354704,6.1687533e-06,-0.00026688972,0.022112897,0.055169173,0.008793377,-0.03592993,-2.8037533e-05,-0.0012651092,0.026312614,-0.02140371,-0.00025918148,-0.07761436,-0.0022571685,-0.16085947,0.0015999823,-0.0014494249,-0.0008303311,0.00020532054,-0.00032014106,-0.0045373235,-4.1834486e-05,-0.0011955912,0.010202698
-0.036735654,0.009600375,0.0016836831,-0.059124414,0.021409806,-0.028439423,-0.054647718,-0.0014889498,-0.00034878604,-0.0043795668,0.0498303,0.00050600246,0.13894248,0.00054410164,0.31868106,0.007859991,-0.0036624353,0.006906733,0.00021076883,0.0075605153,-0.008690581,-7.8139594e-05,0.010259594,0.012480947
-0.026396997,-0.0018871591,-0.0054683494,0.031797454,-0.0809238,0.0054766363,-0.046524964,0.00023778585,-0.00022171193,-0.014370587,-0.019396983,0.00092196715,-0.05991255,-0.0014280669,-0.11440934,0.012842078,-0.001630331,-0.00067404285,0.000109948785,-8.256272e-05,-0.00043178617,-7.4667856e-05,-0.0015330289,0.0047203377
0.0029567773,0.0009542722,-0.010449496,0.04658572,0.08449847,-0.022364555,-0.019685693,-7.948499e-05,-0.00044616387,-0.0063439193,-0.01949711,-0.0005541026,-0.07560885,-0.0030036734,-0.05218842,0.013944288,-0.0011500433,-0.0014417467,0.000117775206,-0.0002147389,0.00047013655,-0.00012748898,-0.001894694,0.027746625
0.010613098,-0.0004807819,-0.009244169,0.04359613,0.047473837,-0.014083173,-0.044992607,0.00011984802,-0.00046068765,-0.0059423973,-0.021268152,-0.00011674807,-0.06884503,-0.0034363884,-0.046191067,0.014088763,-0.0011292355,-0.0007315059,0.0001288275,-0.00016456118,-0.00024432727,-0.00011972245,-0.0038012133,0.027473474
0.015092591,-0.010469918,0.007623654,0.13292298,-0.038344696,-0.010265299,0.04518311,7.362305e-05,-0.00037378553,-0.005562019,-0.022432165,0.0014103496,-0.022863377,0.0012061646,-0.04319071,0.006945939,-0.0011644312,-0.00096759485,0.0005371445,-0.0001490409,-0.0008926611,-0.00011012373,-0.0012245396,-0.0027888026
-0.010283819,0.0009958147,-0.011208496,0.02274496,-0.031084208,-0.032736573,-0.059740037,-0.00037863854,-0.00043421844,-0.0026525923,-0.0058888863,0.0005320539,-0.026076192,0.0013941409,-0.0979013,0.006507982,-0.00027411873,-0.00062039046,0.00023679374,-0.00017644932,7.761277e-06,-2.4515328e-05,-0.0007856645,-0.0073174937
-0.03908772,-0.0014876386,0.00043211458,0.0028444843,-0.11679288,-0.010328237,-0.039509278,0.0001211595,-0.000115670824,-0.0019672993,-0.0047620167,0.00077738456,0.035962924,-0.0030981472,-0.0068295468,0.006010593,-0.0008136622,-0.0016779954,-0.00026947565,-0.00026303923,-0.0019504547,-0.00016131977,-0.0032432633,-0.01728393
0.0027471,0.0010329478,0.025691742,-0.07829307,-0.04173348,0.011107856,-0.010048494,0.00022903441,-0.0009705337,0.0015937586,0.0071543492,0.0013299282,0.030401329,0.0010112699,-0.04107176,0.0046591237,0.0021108217,-0.00083431153,0.0008624289,-0.00025327312,-0.00018516791,-7.640141e-05,0.0030073943,-0.02048179
-0.03232936,-0.0021105246,-0.005354506,0.083581306,-0.009959059,0.010602601,-0.051625494,0.0003513837,-0.00039315625,-0.012053722,-0.02120939,0.00082596607,-0.018551508,0.0024838594,-0.11204047,0.0022851236,-0.0011320214,-0.00061412173,0.00025265236,-9.8980076e-05,-0.00035258709,-6.697279e-06,-0.0012502943,-0.011904767
0.02106882,0.0014911812,-0.011042123,0.06056993,-0.039976798,0.011597397,-0.07744787,-0.00014072946,-0.00022625319,-0.014519826,-0.002355928,0.0002518385,0.02379019,0.003016623,0.07727356,0.0053299116,-0.0006503806,-0.00079205725,0.000422834,-0.0001444175,-0.00037692185,-8.554039e-05,-0.0019483644,0.011740773
-0.011610948,-0.002867647,-0.0036153663,0.027529094,0.031511255,0.0024428663,-0.002134767,0.00024310607,-0.00033487414,0.060659405,-0.0065401443,-0.0027896476,-0.055563826,0.00040476208,-0.052682083,-0.0019413156,-0.0014880149,-0.0016572113,0.0001706486,-0.00024496327,-9.858897e-05,-9.9660196e-05,-0.0010218656,0.0045137014
-0.008206748,0.001659758,0.0154193165,-0.11452651,-0.07933637,0.006356032,0.03551349,-0.00013746682,-0.0003446258,-0.010856679,-0.024075307,0.0008102013,-0.027512567,0.0017894119,-0.13904308,0.006871073,-0.0023839518,-0.00089031656,0.0014559709,-0.00015001236,-0.00057492906,-0.00018038103,-0.00060652796,-0.019582152
0.021805603,0.0023417952,-0.0039865244,0.041650284,-0.031938538,0.007161941,0.0720075,-0.0002345198,-0.0008879458,-0.012250178,-0.026908645,-0.0018854534,-0.028306846,0.0014190389,-0.15052103,0.007804957,-0.001487236,-0.0007016938,9.583305e-05,-0.00010813528,-0.00048291349,-4.2893036e-05,-0.0012179578,-0.017496252
0.050908633,-0.051588878,-0.030661289,0.02293967,-0.06528473,0.0045804456,0.049001455,0.0020064872,-0.0005545903,0.008357508,-0.028314965,-0.0020516226,-0.06924979,-0.00067116134,-0.17183176,0.008950625,-0.0013451612,-0.002068168,6.727122e-05,-0.00036732992,-0.0007462825,-0.00012145178,-0.0039433353,0.0015237315
-0.0244393,-0.00409984,-0.01053131,-0.1049665,-0.054497324,-0.020672875,-0.040157147,-5.711362e-05,-0.0005799465,0.020974979,-0.025865031,-0.0016634084,-0.07390518,-0.005673356,-0.15148044,-0.008959503,-0.001903875,-0.0012731514,4.371882e-06,-0.00013722673,-0.00018329574,-6.3619314e-05,-0.0022591597,0.00094165467
0.025695687,0.0017420251,-5.353948e-06,0.04115915,-0.06517516,-0.0069772718,0.059014708,-0.00019199375,0.0027380716,0.03212749,-0.02511741,0.0002573186,-0.0113783255,0.0010018334,-0.10909326,0.00885018,-0.0009374259,-0.0018152556,0.00012381756,-0.00014644957,-0.00062074146,-7.618213e-05,-0.0014138746,-0.016651172
-0.018388651,-8.456178e-05,0.0028718237,0.01492988,0.03591971,0.011160939,-0.052884746,0.0003551877,-0.000172899,-0.0152758695,-0.01960046,0.000104981606,-0.0036389588,0.0019435806,0.06390547,0.0050144005,-0.0014151889,-0.00093249476,0.00012828925,-9.896863e-05,-9.477399e-06,-5.627204e-05,-0.021002382,0.024792582
0.053840414,0.004229456,0.018174982,-0.0042818,0.043746784,0.00023305597,-0.02585214,0.00032246672,-0.00044392925,-0.019689271,0.009836295,0.0009633531,-0.018846273,0.0015591333,-0.13001858,0.007860231,-0.00014024826,-0.0007946171,0.000171511,-0.00032668986,2.2263519e-05,-7.848693e-05,0.0050270315,-0.020180086
0.01723904,0.0009437358,0.0049575293,0.03171952,-0.038113497,0.009421332,0.06954554,-0.00023680269,-0.000324342,0.002574793,-0.0045019705,4.281455e-05,-0.04884015,0.0009892099,-0.11967058,0.0065876055,-0.0016351185,-0.0009577299,3.5123012e-05,-0.00016198114,-0.0005230069,-4.8033577e-05,0.0001733406,-0.0037631018
-0.012772812,-0.0010303219,-0.0039035822,-0.12812184,-0.11092987,0.0023964078,0.07303523,-9.69767e-05,-0.00030880078,0.019065611,-0.0034017866,-0.00015857306,0.021563483,0.00021608212,0.046172,0.007514914,-0.003391468,-0.0013143915,0.0018186969,-0.00020066423,-0.00057994056,-6.596685e-05,-0.0015683543,-0.0068297563
-0.014540991,-0.0023802503,-0.0076012835,0.026453277,-0.039585777,0.008090664,-0.06701827,0.00017135267,-0.00048068736,0.0017034255,-0.00449537,-0.0002132696,-0.0038967743,0.000507316,0.02885832,0.0049165203,-0.0012246855,-0.00048740892,0.00052972435,-0.00014606134,-0.000324035,-0.00011488819,-0.0018871947,0.0126572
0.0018717971,0.007715748,0.054494023,-0.02223098,0.54715985,0.0021746499,-0.018002499,0.00039520705,0.0010669312,0.036172863,0.11266853,-0.0011012671,0.15676926,0.0017603325,0.06855644,0.00989343,0.007604735,0.059455846,-0.00073340413,-0.0005013532,-0.0017874438,-0.00033544368,0.02815321,-0.0043030777
-0.034372658,-0.011614397,0.014883346,-0.09640287,-0.094070815,-0.0014656063,0.02565108,-0.00092984206,-0.00047637493,0.00074988377,-0.02850215,0.0018709316,-0.06552936,0.0015750576,-0.15257476,-0.001831,-0.0024043545,-0.0033750501,-0.0007875749,-0.0001857462,-0.00053565385,-0.000112890164,-0.0014791988,-0.0016610707
-0.030137498,0.01635965,-0.014658958,-0.12546057,0.05806903,-0.03844507,0.04532987,-0.000774577,-0.00057352614,0.029478183,-0.024702853,0.0003365285,-0.08320898,0.0025994745,-0.05920032,0.008108779,-0.0019675114,-0.0017722324,-0.0010610628,-0.0003590491,-0.00067171245,-1.671593e-05,-0.0078553585,0.014347417
-0.053590197,-0.011539344,0.00900914,0.1302172,-0.021148184,-0.021687247,0.041894972,0.00012308989,0.00046946498,-0.011230675,-0.024109123,-0.0017373529,-0.0397924,0.0018369168,-0.061492663,0.019990863,-0.0029084836,-0.0016068727,0.00026412014,-0.00015379279,-0.0009230219,-7.609988e-05,-0.0066804746,0.0057898774
